"Authors","Title","Source Title","Abstract","Publication Year","Early Access Date","DOI","UT (Unique WOS ID)"
"Lyons, K; Bedore, CN; Carlisle, AB; Moniz, L; Odom, TL; Ahmed, R; Greiman, SE; Freedman, RM","Network Analysis Reveals Species-Specific Organization of Microbial Communities in Four Co-Occurring Elasmobranch Species along the Georgia Coast","FISHES","Comparing co-occurring species may provide insights into how aspects of ecology may play a role in influencing their microbial communities. During the 2019 commercial shrimp trawl season off coastal Georgia, swabs of skin, gills, cloaca, and gut were taken for three species of batoids (Butterfly Ray, Bluntnose Stingray, and Atlantic Stingray) and one shark species (Atlantic Sharpnose) for high-throughput sequencing of the V4 region of the bacterial 16S rRNA gene. White muscle was analyzed for stable isotopes (delta 13C and delta 15N) to evaluate potential niche overlap in these four sympatric mesopredators. Significant differences were found in both delta 13C and delta 15N signatures across species, suggesting a degree of resource partitioning. When examined within tissue type, the host species had a weak effect on beta-diversity for cloaca and skin, with no differences found for gill and gut samples. However, network analysis metrics demonstrated a stronger species-specific effect and distinct microbial community relationships were apparent between the shark and batoids, with the former having tighter networks for both internally- and externally-influenced tissues (gut/cloaca and skin/gills, respectively). Despite overlapping habitat use, species' microbiomes differed in their organizational structuring that paralleled differences in stable isotope results, suggesting a mediating role of species-specific ecology on bacterial microbiomes.","2024",NA,"10.3390/fishes9010034","WOS:001149016500001"
"Cebrián, E; Rodríguez, M; Alvarez, M; Delgado, J; Núñez, F","Unravelling the modes of action of autochthonous staphylococci against Aspergillus westerdijkiae and the antiochratoxigenic effect in dry-cured ham","LWT-FOOD SCIENCE AND TECHNOLOGY","Aspergillus westerdijkiae is well known for its capacity to produce high amounts of ochratoxin A (OTA) in dry-cured ham. Some autochthonous microorganisms, such as Staphylococcus xylosus FHSCC Sx8 and Staphylo-coccus equorum FHSCC Se31 have antifungal effect and can be used as biocontrol agents (BCAs) to reduce the OTA contamination. The aims of this work were to reveal their modes of action against A. westerdijkiae MUM 16.142 in a dry-cured ham model system and validate the antifungal effect in dry-cured ham. As well as to assess the effect of live cells, dead cells, and cell-free broth; the pattern of nutrient use, the niche overlap index (NOI), interactions by dual culture assays, the antifungal activity of volatile compounds, and their effect on the fungal proteome. Both cocci in the dual-culture assay were able to decrease the A. westerdijkiae growth, but only S. xylosus reduced the OTA production at 20 degrees C. Moreover, changes in the abundance of proteins related to cell wall integrity, secondary metabolite production and carbohydrate metabolism were observed. Furthermore, the anti -A. westerdijkiae effect of S. xylosus was validated in dry-cured ham since this coccus was able to reduce the OTA production in this meat product.","2024","DEC 2023","10.1016/j.lwt.2023.115576","WOS:001135175900001"
"Zhang, YZ; Hogan, JA; Crowther, TW; Xu, SJ; Zhao, RS; Song, PF; Cui, MF; Song, XY; Cao, M; Yang, J","Drivers and mechanisms that contribute to microbial β-diversity patterns and range sizes in mountains across a climatic variability gradient","ECOGRAPHY","Microbial communities are highly diverse, yet the mechanisms underlying microbial community assembly are not well understood. Janzen's mountain passes hypothesis proposed that climatic barriers and dispersal limitation shape communities to a greater extent in mountains with lower climatic variability and overlap, permitting higher levels of species coexistence. Here, we investigate changes in microbial community dissimilarities, distributional range sizes and ecological processes along elevational gradients in three montane ecosystems representing a climatic variability gradient. We found that climate, climatic variability and spatial distance play dominating roles in affecting microbial beta-diversity patterns and range sizes along elevational gradients. Janzen's mountain passes hypothesis can be applied to microbial community assembly: mountains with lower climatic variability and higher climatic difference between elevations exhibited higher beta-diversity, higher endemism, lower range sizes and steeper distance-decay trends. However, microbial communities experience clear climate-driven limited range sizes and dispersal processes, and show typical endemic patterns, in all mountain ecosystems. Our results emphasize the importance of dispersal and climatic niche processes in shaping montane biodiversity. As a result, changes in climate may significantly impact soil biodiversity in montane ecosystems by altering the effects of dispersal limitation and climatic variability on bacterial and fungal community composition along elevational gradients.Keywords: community assembly, dispersal limitation, beta-diversity, montane biodiversity, microbial community","2024","DEC 2023","10.1111/ecog.07049","WOS:001135209800001"
"Cheng, CY; Li, GL; Yang, XF; Zhao, JD; Liu, J; Zheng, AH; Zhang, ZB","High diversity, close genetic relatedness, and favorable living conditions benefit species co-occurrence of gut microbiota in Brandt's vole","FRONTIERS IN MICROBIOLOGY","Introduction Revealing factors and mechanisms in determining species co-existence are crucial to community ecology, but studies using gut microbiota data are still lacking.Methods Using gut microbiota data of 556 Brandt's voles from 37 treatments in eight experiments, we examined the relationship of species co-occurrence of gut microbiota in Brandt's voles (Lasiopodomys brandtii) with genetic distance (or genetic relatedness), community diversity, and several environmental variables.Results We found that the species co-occurrence index (a larger index indicates a higher co-occurrence probability) of gut microbiota in Brandt's voles was negatively associated with the genetic distance between paired ASVs and the number of cohabitating voles in the experimental space (a larger number represents more crowding social stress), but positively with Shannon diversity index, grass diets (representing natural foods), and non-physical contact within an experimental space (representing less stress).Discussion Our study demonstrated that high diversity, close genetic relatedness, and favorable living conditions would benefit species co-occurrence of gut microbiota in hosts. Our results provide novel insights into factors and mechanisms that shape the community structure and function of gut microbiota and highlight the significance of preserving the biodiversity of gut microbiota.","2024",NA,"10.3389/fmicb.2024.1337402","WOS:001169001900001"
"Song, YQ; Chase, JM; Zhou, YP; Xu, M; Xiao, YL; Niu, YJ; Liu, HR; Wang, L","Species-area relationships of plants and microbes are driven by different mechanisms in patchy grassland fragments","JOURNAL OF ECOLOGY","1. The island species-area relationship (SAR) describes how the number of species on an island varies with its area and provides important information about the maintenance of species diversity and how species might be lost as habitats are lost and fragmented. While the island SAR has been widely studied among macroorganisms, patterns for soil microbes have been less forthcoming, as have analyses of potential underlying mechanisms. 2. We examined the SAR patterns of plants, soil fungi and bacteria among remnant grassland fragments isolated by degraded habitat matrix in a steppe grassland. 3. As expected, we found that the total species richness of plants, fungi and bacteria in the entire fragment decreased with decreasing fragment area. However, the mechanisms differed among taxa. For plants, the lower diversity was most likely because of decreases in habitat quality and habitat heterogeneity on smaller fragments. For fungi, we found similar results, but also an important interaction with plant diversity, suggesting they were coupled via their functional associations. For bacteria, the lower diversity on smaller fragments primarily resulted from a sampling effect from the larger species pool, which outweighed the effect of higher habitat heterogeneity on smaller fragments. 4. Synthesis: Our study highlights that fragmentation-induced loss of diversity can have many different underlying mechanisms and that understanding these mechanisms can provide useful insights to project future biodiversity loss and conservation.","2024","NOV 2023","10.1111/1365-2745.14218","WOS:001095409700001"
"Mahtab, N; Wu, YN; Yin, J; Lu, J; Zhou, LZ; Xiang, XJ","Comparison of the gut fungal communities among Hooded crane (Grus monacha), Greater white-fronted goose (Anser albifrons), and Bean goose (Anser fabalis) at Shengjin Lake, China","GLOBAL ECOLOGY AND CONSERVATION","The gut microbes regulate a variety of essential functions in avian hosts. Gut microbes are crucial for understanding avian specie's ecological role and potential impact on the ecosystem. A wide range of factors shape the gut microbial diversity and communities in avian hosts, including similarity in genotype and shared evolutionary history, particularly in two closely related host species than distinctly related hosts. In this study, high-throughput sequencing methods were applied to compare and study the similarities and differences in the gut fungal communities of two geese from the same genus Anser, Greater white-fronted goose (Anser albifrons, WG), Bean goose (Anser fabalis, BG) with Hooded crane (Grus monacha, HC) sympatric in overlapping niches at Shengjin lake, China. Our findings supported our hypothesis that the two closely related geese shared similar gut fungal alpha diversity patterns compared to Hooded cranes due to similarity in genotype and evolutionary history. In particular, the fungal community composition in the gut of Greater white-fronted goose showed larger variation relative to the other two species. This result suggested that dietary preferences might regulate the gut fungal communities, as Hooded crane and Bean goose share parallel dietary preferences. The results of the abundance null deviation model showed higher values of null deviation (NDV) in Greater white-fronted goose and Bean goose, indicating that the two closely related goose species might be associated with more robust gut filtering for their fungal community relative to Hooded crane species. The fungal cooccurrence networks were complex, with higher stability in the two congeneric geese species relative to Hooded crane. Moreover, 29 animal fungal putative pathogens were identified with high diversity and relative abundance in the two congeneric geese due to their complex migration patterns compared with Hooded cranes. However, due to niche overlap, direct or indirect association may lead to the dissemination of gut microbes among sympatric avian species. These findings have important implications for ecological research, conservation efforts, and wildlife health management. Moreover, these findings illuminate potential ecological and conservation repercussions and increase our understanding of the complex interactions between avian species and their gut flora.","2024","DEC 2023","10.1016/j.gecco.2023.e02767","WOS:001138969300001"
"Xiao, Y; Liu, X; Song, ZP; Lu, YW; Zhang, L; Huang, MJ; Cheng, YK; Chen, SL; Zhao, YM; Zhang, ZH; Zhou, SR","Plant size-dependent influence of foliar fungal pathogens promotes diversity through allometric growth","NEW PHYTOLOGIST","The effect of pathogens on host diversity has attracted much attention in recent years, yet how the influence of pathogens on individual plants scales up to affect community-level host diversity remains unclear. Here, we assessed the effects of foliar fungal pathogens on plant growth and species richness using allometric growth theory in population-level and community-level foliar fungal pathogen exclusion experiments. We calculated growth scaling exponents of 24 species to reveal the intraspecific size-dependent effects of foliar fungal pathogens on plant growth. We also calculated the intercepts to infer the growth rates of relatively larger conspecific individuals. We found that foliar fungal pathogens inhibited the growth of small conspecific individuals more than large individuals, resulting in a positive allometric growth. After foliar fungal pathogen exclusion, species-specific growth scaling exponents and intercepts decreased, but became positively related to species' relative abundance, providing a growth advantage for individuals of abundant species with a higher growth scaling exponent and intercept compared with rare species, and thus reduced species diversity. By adopting allometric growth theory, we elucidate the size-dependent mechanisms through which pathogens regulate species diversity and provide a powerful framework to incorporate antagonistic size-dependent processes in understanding species coexistence.","2024","FEB 2024","10.1111/nph.19600","WOS:001170079000001"
"Delory, BM; Callaway, RM; Semchenko, M","A trait-based framework linking the soil metabolome to plant-soil feedbacks","NEW PHYTOLOGIST","By modifying the biotic and abiotic properties of the soil, plants create soil legacies that can affect vegetation dynamics through plant-soil feedbacks (PSF). PSF are generally attributed to reciprocal effects of plants and soil biota, but these interactions can also drive changes in the identity, diversity and abundance of soil metabolites, leading to more or less persistent soil chemical legacies whose role in mediating PSF has rarely been considered. These chemical legacies may interact with microbial or nutrient legacies to affect species coexistence. Given the ecological importance of chemical interactions between plants and other organisms, a better understanding of soil chemical legacies is needed in community ecology. In this Viewpoint, we aim to: highlight the importance of belowground chemical interactions for PSF; define and integrate soil chemical legacies into PSF research by clarifying how the soil metabolome can contribute to PSF; discuss how functional traits can help predict these plant-soil interactions; propose an experimental approach to quantify plant responses to the soil solution metabolome; and describe a testable framework relying on root economics and seed dispersal traits to predict how plant species affect the soil metabolome and how they could respond to soil chemical legacies.","2024","DEC 2023","10.1111/nph.19490","WOS:001128194900001"
"Jiang, F; Bennett, JA; Crawford, KM; Heinze, J; Pu, XC; Luo, A; Wang, ZH","Global patterns and drivers of plant-soil microbe interactions","ECOLOGY LETTERS","Plant-soil feedback (PSF) is an important mechanism determining plant community dynamics and structure. Understanding the geographic patterns and drivers of PSF is essential for understanding the mechanisms underlying geographic plant diversity patterns. We compiled a large dataset containing 5969 observations of PSF from 202 studies to demonstrate the global patterns and drivers of PSF for woody and non-woody species. Overall, PSF was negative on average and was influenced by plant attributes and environmental settings. Woody species PSFs did not vary with latitude, but non-woody PSFs were more negative at higher latitudes. PSF was consistently more positive with increasing aridity for both woody and non-woody species, likely due to increased mutualistic microbes relative to soil-borne pathogens. These findings were consistent between field and greenhouse experiments, suggesting that PSF variation can be driven by soil legacies from climates. Our findings call for caution to use PSF as an explanation of the latitudinal diversity gradient and highlight that aridity can influence plant community dynamics and structure across broad scales through mediating plant-soil microbe interactions. Using a large global dataset of plant-soil feedback (PSF) experiments, we did not find a more negative PSF at lower latitudes. Rather, PSF was consistently more positive at drier sites. We highlight that water is an important factor to influence community dynamics and structure by mediating plant-soil microbe interactions.image","2024","JAN 2024","10.1111/ele.14364","WOS:001142479000001"
"Pan, YM; Wang, YH; He, XB; Zhang, SR; Song, XZ; Zhang, NL","Plant-soil feedback is dependent on tree mycorrhizal types and tree species richness in a subtropical forest","GEODERMA","Plant -soil feedback (PSF) is an important driver of plant species coexistence and diversity maintenance. However, it remains unclear how changes in PSF due to decline in tree species richness influence the performance of arbuscular mycorrhizal (AM) and ectomycorrhizal (EcM) tree species. A PSF experiment was established with eight target tree species (four AM and four EcM tree species) based on a subtropical forest Biodiversity-Ecosystem Functioning Experimental in China (BEF-China) platform, where soil inocula were collected beneath the canopy of target tree species individuals growing in monoculture and eight tree -species mixture plots. We hypothesized that the negative PSF strength of AM tree species would be stronger in monocultures than that in eight treespecies mixtures, resulting in better performance in highly diverse plant communities, whereas EcM tree species would benefit less from tree species richness. However, the results showed consistent PSFs of AM tree species regardless of tree species richness. In contrast, EcM tree species experienced a change from positive in monocultures to negative PSF in eight tree -species mixtures, influencing the performance of EcM tree seedlings. With high concern of the cascading effects of tree species richness on PSFs via modulating soil fungal communities, we revealed that the alterations in EcM fungal abundance, putatively pathogenic fungal diversity, and fungal cooccurrence network complexity mirrored those of PSF associated with EcM tree species, showing the changes from positive in monocultures to negative feedback in eight tree -species mixtures. Our findings highlight the differential PSFs exhibited by AM and EcM tree species in response to tree species richness, and provide insight into the potential role of fungal functional guilds and co -occurrence network complexity in shaping the PSFs of them.","2024","JAN 2024","10.1016/j.geoderma.2024.116780","WOS:001164868200001"
"Xu, XY; Tan, R; Shao, HM; Gu, JC; Wang, WF; Wang, GB; Yu, SQ","Differences in Fine Root Foraging Traits of Two Dominant Tree Species (Cunninghamia lanceolata and Quercus acutissima) in Subtropical Forests","FORESTS","Root biomass and length growth, functional traits, and their responses to soil nutrient availability are crucial for resource acquisition under environmental change. Previous studies have focused on the response of root morphological, architectural, and chemical traits to fertilization, while less attention has been given to root biomass and length growth, as well as mycorrhizal symbiosis, impeding a full understanding of root resource acquisition strategies. Here, using a nutrient addition experiment (control, inorganic, and organic nutrients), we explored the responses of function-based root (absorptive fine roots [AFRs] versus transport fine roots [TFRs]) growth, functional traits (morphological, architectural, and chemical traits), and mycorrhizal colonization of C. lanceolat and Q. acutissim, which are the dominant tree species in subtropical China. The results showed that the fine root biomass and total root length of AFRs for both tree species basically decreased significantly after nutrient addition, but TFRs responded less sensitively than AFRs. Nutrient addition significantly increased the mycorrhizal colonization rate in C. lanceolata but decreased it in Q. acutissima. The diameter of AFRs for C. lanceolata increased significantly, while the branch ratio and branch intensity decreased significantly in both inorganic nutrients (NPK) and organic nutrients (F); however, the opposite response pattern occurred for Q. acutissima. Fine root biomass, total root length, and root nutrient concentration exhibited the most plastic responses to changes in nutrient availability. The magnitude of the plastic response of fine root traits was slightly higher in the NPK treatment than in the F treatment. Our findings suggest that the responses of fine root traits and mycorrhizal fungi to nutrient addition were species-specific: C. lanceolata depended on mycorrhizal fungi for resource acquisition, while Q. acutissima could acquire soil nutrient resources by increasing root branching. The contrasting nutrient acquisition strategies between tree species may facilitate plant species coexistence and distribution under soil nutrient change. Fine root biomass and total root length emerged as more pivotal indicators for nutrient acquisition strategies compared to morphological traits.","2024",NA,"10.3390/f15020336","WOS:001175022400001"
"Milici, VR; Comita, LS; Bagchi, R","Foliar disease incidence in a tropical seedling community is density dependent and varies along a regional precipitation gradient","JOURNAL OF ECOLOGY","Many studies identify fungal and oomycete phytopathogens as natural enemies capable of influencing plant species composition and promoting diversity in plant communities. However, little is known about how plant-pathogen interactions vary along regional abiotic gradients or with tree species characteristics, which limits our understanding of the causes of variation in tree species richness.We surveyed 10,756 seedlings from 272 tree species for disease symptoms along a mean annual precipitation gradient in the tropical wet forests of Central Panama for 3 months in the early wet season (June-August) and 2 months in the following dry season (March-April). Over 99% of observed disease symptoms were caused by necrotrophic foliar pathogens, while less than 1% of symptoms were attributed to soilborne pathogens. Foliar disease incidence was inversely related to mean annual precipitation, a pattern which may be due to greater disease susceptibility among dry forest species.Foliar disease incidence increased with conspecific seedling density but did not respond to the proximity of conspecific adults. Although foliar disease incidence decreased as mean annual precipitation increased, the strength of conspecific density- or distance-dependence was independent of the precipitation gradient.Seedlings of common tree species and species dispersed by non-flying mammals had a higher risk of foliar pathogen incidence. Increased disease in common species may help reduce their dominance.Synthesis. The increases in foliar pathogen incidence with conspecific seedling density, species abundance, and dispersal mechanism indicate that foliar disease incidence is non-random and may contribute to the regulation of tropical plant communities and species coexistence. Furthermore, the relationships between foliar disease incidence, dispersal mechanism and precipitation suggest plant-pathogen interactions could shift as a response to climate change and disruption of the disperser community. Muchos estudios han identificaban a los fitopatogenos fungicos y oomicetos como enemigos naturales con capaz de influir la composicion de especies de plantas y promover la diversidad en las comunidades vegetales. Sin embargo, se sabe poco sobre como varian las interacciones planta-patogeno a lo largo de gradientes abioticos regionales o con las caracteristicas de las especies de arboles, lo que limita nuestra comprension de las causas de la variacion en la riqueza de especias de arboles.Encuestemos 10,756 plantulas pertenecientes a 272 especies de arboles, observando sintomas de enfermedades a lo largo de un gradiente de precipitacion media anual en los bosques humedos tropicales de Panama Central. Cumplimos el estudio durante tres meses en la temporada de lluvias (junio-agosto) y dos meses en la siguiente temporada seca (marzo-abril). Mas del 99% de los sintomas observados fueron causados por fitopatogenos necrotrofos foliares, mientras que menos de 1% de los sintomas se atribuyeron a fitopatogenos del suelo. La incidencia de enfermedades foliares mostro una relacion inversa con la precipitacion media anual, un patron que podria deberse a una mayor susceptibilidad a enfermedades entre las especies de bosques secos.La incidencia de enfermedades foliares aumento con la densidad de plantulas conspecificos, pero no respondio a la proximidad de adultos conspecificos. Aunque la incidencia de enfermedad foliar disminuyo a medida que aumentaba la precipitacion media anual, el efecto de la dependencia de la densidad o la proximidad conspecifico fue independiente de la gradiente de precipitacion.Las plantulas de especies comunes y especies dispersadas por mamiferos no voladores tenian un riesgo mas alto de incidencia de patogenos foliares. Un aumento de enfermedades en especies comunes puede ayudar a reducir su dominancia.Sintesis. Los aumentos en la incidencia de patogenos foliares con la densidad de plantulas conspecificos, la abundancia de especies, y el mecanismo de dispersion indican que la incidencia de enfermedades foliares no es aleatoria y puede contribuir a la regulacion de comunidades vegetales tropicales y a la coexistencia de especies. Ademas, las relaciones entre la incidencia de enfermedades foliares, el mecanismo de dispersion, y precipitacion sugieran que las interacciones planta-patogenos podrian cambiar como respuesta al cambio climatico y a la alteracion de la comunidad dispersores. Foliar pathogen incidence across a mean annual precipitation gradient in Panama is non-random and may contribute to the regulation of tropical plant communities and species coexistence. Seedlings were more likely to be symptomatic of disease as conspecific seedling density increased, if they were a species that is locally abundant as adults, and if they were dispersed by non-flying mammals.image","2024","JAN 2024","10.1111/1365-2745.14259","WOS:001144638800001"
